order_id,customer_id,order_time,items,total_amount,payment_method,service_type,special_instructions,server,table_number,order_status,preparation_time,delivery_time
e7979979-2123-4eea-9829-cf990c65b794,3ab935be-0056-4afa-af75-19e40fc87d97,2025-06-09 13:45:04.938415,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}]",195.0,debit_card,dine_in,"spice_level, allergies",Michael Brown,10,completed,18,45
7c54cce8-ef92-48ea-8fef-225b0b53389b,d0d4e5b3-38c7-46ed-91c1-c7a398ef875f,2025-06-04 14:40:04.938508,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': ''}]",64.0,mobile_payment,dine_in,"allergies, dietary_restrictions",Sarah Johnson,35,cancelled,20,61
f8c456a5-4251-4f91-b829-2b16402551ff,b0667350-4942-4ce9-ae31-35c9c696975e,2025-06-20 14:56:04.938597,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': 'extra spicy'}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 2, 'special_instructions': 'light sauce, medium rare'}]",190.0,cash,dine_in,,Jennifer Martinez,25,completed,43,58
ff9469c3-8e6e-4622-a431-f534a7564f41,13551fa3-4645-4155-ae5d-efdda917281f,2025-06-22 11:38:04.938692,"[{'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}]",54.0,credit_card,takeout,,Sarah Johnson,11,completed,24,67
c3835a93-28e6-4445-8cbd-52e2b000eee6,46cc9324-bdce-4ba8-8b89-68ad432e8fb7,2025-06-24 13:14:04.938778,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}]",363.0,mobile_payment,takeout,,John Smith,10,completed,19,43
8c153609-d290-446a-a8e1-6a2b3d4bbc2a,14fe6882-46d6-4b27-b1e0-e48100272a8a,2025-06-09 16:36:04.938868,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 3, 'special_instructions': ''}]",54.0,credit_card,dine_in,allergies,Sarah Johnson,43,cancelled,33,33
fdea628a-6262-4714-a82d-7c2f6bd001d7,649da4dc-ff79-4b51-ba44-dee367c0592f,2025-06-25 14:16:04.938959,"[{'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': 'light sauce'}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}]",230.0,credit_card,dine_in,"special_requests, cooking_preference",John Smith,19,completed,30,62
d2bd8ed5-e0b9-4d08-a17b-e31f6905de99,c220c3a4-62dc-4bc8-b4e2-485427908027,2025-06-01 15:48:04.939056,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': ''}]",243.0,credit_card,dine_in,,Michael Brown,21,completed,35,40
3644cffe-555a-4ff7-b5b1-e42aa8c46eb7,72fd349a-47e1-4305-b18a-f050fa3dde08,2025-06-04 21:01:04.939143,"[{'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 2, 'special_instructions': ''}]",193.0,credit_card,dine_in,"special_requests, dietary_restrictions",John Smith,8,in_progress,25,67
6ed01995-aa84-4b12-b449-822bb430f0a1,0a557cb8-6fed-4a70-9fbf-5fc27ddf3d4d,2025-06-17 12:31:04.939239,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 1, 'special_instructions': 'medium rare'}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",176.0,credit_card,dine_in,,Lisa Anderson,18,completed,40,67
1de480c4-3440-4a08-ac52-ae4824e01c82,ed1f9209-6c63-4da7-9fe2-448db4c37c75,2025-06-25 17:02:04.939330,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': 'extra spicy, no onions'}]",144.0,credit_card,dine_in,spice_level,Michael Brown,21,completed,37,62
12d52bf5-cc36-4201-bc92-0f42e5106400,556ba1d3-c360-4cf9-9505-45a686e8f319,2025-06-10 20:52:04.939423,"[{'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}]",400.0,debit_card,delivery,,John Smith,49,refunded,24,38
5069561d-0c01-4adf-b5be-ce665751186f,e8428743-2c01-42e1-82d9-3f11ee66b6ec,2025-06-27 17:42:04.939513,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 2, 'special_instructions': ''}]",200.0,mobile_payment,dine_in,,Sarah Johnson,34,completed,41,79
5bf88b39-18b8-4522-9fdd-01e0967ae12d,0045a3a4-b89a-4757-853d-29d731fd5b46,2025-06-30 18:16:04.939604,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}]",322.0,cash,dine_in,,Emily Davis,24,cancelled,26,76
e6ab7079-7327-4c42-87ad-85aba5e2f5df,6fa7aba3-5e30-4c1a-9f21-b1e572c1f55e,2025-06-04 13:34:04.939695,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': 'medium rare, extra sauce'}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 2, 'special_instructions': 'medium rare, no dairy'}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",98.0,debit_card,dine_in,,David Wilson,44,completed,18,71
79bfc7e7-2a0d-4678-acd1-07c0e0313fa4,d47e98a4-59ed-4b5b-b598-27d22a123a46,2025-06-17 13:29:04.939794,"[{'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}]",177.0,credit_card,takeout,,James Taylor,46,completed,21,90
5d37564b-6789-4a26-9276-d83c21bfc156,ec45cb1c-5d66-4360-ac0d-fa1497d5aae2,2025-06-17 17:23:04.939887,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",48.0,credit_card,dine_in,,Emily Davis,50,cancelled,23,48
c5736e06-eecb-4222-a104-57b2a30cae51,296f327c-4608-4b13-95a5-b744314372ec,2025-06-17 15:54:04.939974,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 1, 'special_instructions': 'no dairy, medium rare'}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': 'extra spicy'}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 3, 'special_instructions': ''}]",127.0,credit_card,dine_in,,Michael Brown,42,completed,19,76
8639c382-44ce-45fa-bfd1-d6638b8d00b0,5c41c575-88fc-44cc-a298-62178eacf354,2025-06-16 12:55:04.940070,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 1, 'special_instructions': ''}]",65.0,credit_card,takeout,,David Wilson,44,completed,40,72
78c1011a-5691-4edb-a3e5-05c319db2658,d2346967-2578-409f-ba82-874af8b7dbeb,2025-06-06 19:32:04.940158,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}]",32.0,debit_card,dine_in,special_requests,John Smith,35,completed,36,87
5aa6e0dd-ef78-428f-ae84-1d1794518f01,f4269b02-82ff-4db0-ac52-b1fe2531f623,2025-06-09 17:09:04.940248,"[{'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 2, 'special_instructions': ''}]",88.0,credit_card,dine_in,,James Taylor,40,completed,44,81
74e8470b-9237-4ecf-a8c7-156c76141030,9340d30a-1a62-462e-8e2e-c0e1404caac6,2025-06-23 20:32:04.940336,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': ''}]",325.0,credit_card,dine_in,,James Taylor,49,cancelled,23,82
964e2e34-5604-4c2c-afc6-774502b62177,87c26b74-ab06-42f9-b90b-2368156c44ec,2025-06-30 16:08:04.940424,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}]",48.0,credit_card,takeout,,Sarah Johnson,2,refunded,40,57
82b52cf8-5787-4857-89a1-1dc0bc2aa97d,5a338e18-7b57-48c4-a9b6-aa827fe34319,2025-06-04 14:59:04.940511,"[{'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': 'light sauce'}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",50.0,mobile_payment,dine_in,allergies,David Wilson,20,completed,20,30
51aa5d73-cb20-4a20-9a57-081a48d33dca,88c4ebad-b3fa-449f-be14-4d17717f2647,2025-06-13 21:04:04.940607,"[{'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 3, 'name': 'Truffle Mac and Cheese', 'category': 'side', 'price': 18.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 2, 'special_instructions': 'no onions'}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",194.0,credit_card,dine_in,,Lisa Anderson,35,completed,40,85
78347ce2-c6a1-4f57-aefd-16cfe6f3b28e,bfc725d1-b4b8-4c07-9059-9c1b20a2aa72,2025-06-26 16:59:04.940702,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': 'well done'}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}]",343.0,credit_card,dine_in,,Sarah Johnson,27,cancelled,26,41
2bbd775e-88cd-41cb-aced-9a82a83a890b,eb9abc91-f897-49c4-a40a-db35eff23932,2025-06-04 19:31:04.940801,"[{'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 4, 'name': 'Lobster Bisque', 'category': 'appetizer', 'price': 16.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}]",319.0,credit_card,delivery,special_requests,Lisa Anderson,25,completed,16,77
2225d1f1-1240-48a6-8307-29e89737a336,9b663798-b8d3-447d-b831-4b6a47ce6b80,2025-06-09 15:00:04.940898,"[{'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}]",195.0,credit_card,dine_in,"special_requests, allergies",Lisa Anderson,17,completed,40,79
16bf0c0b-9aac-4300-a1d8-b32ce77beca4,649da4dc-ff79-4b51-ba44-dee367c0592f,2025-06-17 13:49:04.940993,"[{'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 2, 'special_instructions': 'well done, medium rare'}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': 'extra spicy'}]",427.0,credit_card,delivery,"allergies, special_requests",Michael Brown,49,completed,42,57
abe729ea-7c1f-4ac4-b365-e6aada774c1f,5492f315-149e-4464-bbb6-4c9fd3683373,2025-06-03 21:37:04.941093,"[{'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 1, 'name': 'Wagyu Beef Tenderloin', 'category': 'main', 'price': 65.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 3, 'special_instructions': ''}]",344.0,cash,dine_in,,Lisa Anderson,28,completed,42,56
963c3a95-ad47-471d-b85a-940dc4856f16,577cac60-afb3-4341-95b9-9a37204e6868,2025-06-27 13:27:04.941185,"[{'item_id': 5, 'name': 'Grilled Octopus', 'category': 'appetizer', 'price': 22.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 1, 'special_instructions': ''}]",34.0,debit_card,delivery,,David Wilson,32,completed,20,62
1747d5c9-f31d-4ffb-9cb4-c0c214db500e,18e42930-ab27-4d87-af4d-9333861d9c0f,2025-06-16 20:29:04.941272,"[{'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 10, 'name': 'Crème Brûlée', 'category': 'dessert', 'price': 10.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 6, 'name': 'Lamb Chops', 'category': 'main', 'price': 48.0, 'quantity': 1, 'special_instructions': ''}, {'item_id': 2, 'name': 'Pan-Seared Sea Bass', 'category': 'main', 'price': 45.0, 'quantity': 2, 'special_instructions': ''}]",232.0,debit_card,dine_in,special_requests,Emily Davis,40,cancelled,43,84
9a936222-dea6-403e-bbc2-74f85b0bec31,15e2fbab-45ba-4650-8d41-d3490c387a92,2025-06-02 11:18:04.941368,"[{'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 3, 'special_instructions': 'medium rare'}, {'item_id': 7, 'name': 'Fattoush Salad', 'category': 'appetizer', 'price': 14.0, 'quantity': 3, 'special_instructions': ''}, {'item_id': 9, 'name': 'Chocolate Soufflé', 'category': 'dessert', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}, {'item_id': 8, 'name': 'Hummus Trio', 'category': 'appetizer', 'price': 12.0, 'quantity': 2, 'special_instructions': ''}]",126.0,credit_card,delivery,,Michael Brown,8,refunded,22,54
